Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,Mobile customer id,Customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Mobile Phone,Google,10807C18,138765,26-03-2023,07-05-2023,10,1387650,13215,Lori Davis,Hardintown,East,Snapdragon 7 Gen,4,64,N/A,42,Preimum phone
Mobile Phone,OnePlus,D179EF0A,191293,26-03-2023,20-04-2023,4,765172,1028,Andrea Harmon,Lake Holly,East,Snapdragon 8 Gen,12,1028,N/A,25,High stroage phone
Mobile Phone,Motorola,E63C6C35,181001,26-03-2023,29-04-2023,4,724004,18163,Samantha Davis,Lake Julie,West,Snapdragon 8 Gen,8,128,N/A,34,Preimum phone
Mobile Phone,Vivo,7190F46C,173680,26-03-2023,14-05-2023,8,1389440,18280,Samuel Williams,Lake Kristinchester,Central,Apple A-Series,8,512,N/A,49,Preimum phone
Mobile Phone,Motorola,77C800D2,95259,26-03-2023,24-04-2023,5,476295,439,Alexis Villanueva,Lake Monicaside,Central,MediaTek Helio,8,64,N/A,29,Mid range phone
Mobile Phone,Realme,328CD456,95476,26-03-2023,01-04-2023,2,190952,6163,Dr. Gabriel Allison,Lake Ryan,North,Samsung Exynos,16,64,N/A,6,Mid range phone
Mobile Phone,Apple,855AEFC2,113937,26-03-2023,29-04-2023,5,569685,15693,Mrs. Christy Guzman PhD,Marcuston,North,MediaTek Helio,8,1028,N/A,34,High stroage phone
Mobile Phone,Oppo,6B68B363,194160,26-03-2023,31-03-2023,6,1164960,19074,Shelby Schultz MD,Marystad,South,MediaTek Dimensity,12,512,N/A,5,Preimum phone
Mobile Phone,Samsung,D6A50266,62659,26-03-2023,21-04-2023,1,62659,8876,Jeffrey Meyers,Matthewborough,West,Samsung Exynos,8,512,N/A,26,Mid range phone
Mobile Phone,Motorola,62C25F5E,44574,26-03-2023,18-04-2023,1,44574,9155,Jennifer Rodgers,Matthewland,West,Snapdragon 8 Gen,32,64,N/A,23,Gaming phone
Mobile Phone,Apple,15BF90B2,126218,26-03-2023,25-05-2023,1,126218,18440,Sarah Butler,Melissabury,East,Snapdragon 7 Gen,12,128,N/A,60,Mid range phone
Mobile Phone,iQOO,1FFF5E6B,139441,26-03-2023,06-04-2023,10,1394410,9824,John Barnett,Michelleview,South,Snapdragon 7s,4,256,N/A,11,Preimum phone
Mobile Phone,Vivo,8412614E,68408,26-03-2023,01-04-2023,1,68408,17874,Ronald Simon,New Jamesview,West,Snapdragon 7 Gen,16,512,N/A,6,Mid range phone
Mobile Phone,Motorola,D78AD264,168831,26-03-2023,19-04-2023,8,1350648,4910,Daniel Martinez,New Kathrynton,East,Snapdragon 8 Gen,4,64,N/A,24,Preimum phone
Mobile Phone,Google,4964936B,13226,26-03-2023,11-05-2023,5,66130,7410,Gloria Freeman,New William,South,Snapdragon 7s,6,1028,N/A,46,High stroage phone
Mobile Phone,Apple,F2E9ECA0,33113,26-03-2023,12-04-2023,1,33113,1236,Angela Armstrong,North Davidbury,West,Apple A-Series,16,64,N/A,17,Mid range phone
Mobile Phone,Redmi,451E730B,64604,26-03-2023,09-04-2023,3,193812,12337,Kristina Johnson,North Pamela,South,Samsung Exynos,32,1028,N/A,14,Gaming phone
Mobile Phone,Lenovo,6B9F7106,161464,26-03-2023,11-05-2023,10,1614640,6524,Elizabeth Kim,North Russellstad,West,MediaTek Helio,4,1028,N/A,46,Preimum phone
Mobile Phone,Google,404ABDB1,43063,26-03-2023,20-04-2023,6,258378,10756,Joyce Miller,Port Alechaven,East,Snapdragon 7s,4,256,N/A,25,Mid range phone
Mobile Phone,Lenovo,D98A5E49,95303,26-03-2023,29-04-2023,7,667121,19586,Steven Braun,Port Gabrielle,East,MediaTek Dimensity,12,1028,N/A,34,High stroage phone
Mobile Phone,Google,FC1AB040,6040,26-03-2023,08-04-2023,8,48320,15944,Nathan Mccann,Smithton,South,MediaTek Dimensity,4,512,N/A,13,Mid range phone
Mobile Phone,OnePlus,A776D778,49569,26-03-2023,05-04-2023,9,446121,4089,Christopher Lewis,Stevensfurt,South,Apple A-Series,6,128,N/A,10,Mid range phone
Mobile Phone,Motorola,80A2B987,158967,26-03-2023,03-05-2023,4,635868,15259,Michelle Torres,West Davidmouth,East,Snapdragon 7s,16,512,N/A,38,Mid range phone
Mobile Phone,Huawei,6E61AE57,114421,26-03-2023,19-04-2023,5,572105,16726,Philip Fisher PhD,West Jayfort,West,Snapdragon 8 Gen,8,512,N/A,24,Mid range phone
Mobile Phone,Samsung,24012882,126067,26-03-2023,31-03-2023,3,378201,11077,Kaitlin Ford,West Josephborough,South,MediaTek Dimensity,32,64,N/A,5,Gaming phone
Mobile Phone,Huawei,4FA1D833,129336,26-03-2023,28-04-2023,7,905352,701,Amanda Lopez,West Michael,Central,Snapdragon 7 Gen,6,512,N/A,33,Preimum phone
Mobile Phone,Samsung,44DE9BA0,138737,26-03-2023,07-05-2023,4,554948,10465,Joseph Herring,West Stevenstad,Central,MediaTek Dimensity,32,64,N/A,42,Gaming phone
Mobile Phone,OnePlus,592192B4,176004,26-03-2023,02-04-2023,8,1408032,12462,Kyle Rodgers,Whiteborough,Central,Samsung Exynos,32,128,N/A,7,Preimum phone
Mobile Phone,Oppo,3963D268,165055,26-03-2023,09-04-2023,1,165055,14996,Michael Rodriguez,Woodmouth,East,Snapdragon 7s,16,512,N/A,14,Mid range phone
Mobile Phone,Realme,1B660A93,169259,27-03-2023,05-04-2023,4,677036,1715,April Williams,Arnoldtown,Central,Samsung Exynos,6,512,N/A,9,Preimum phone
Mobile Phone,Realme,67303F55,79580,27-03-2023,08-05-2023,4,318320,21468,Wesley Guerrero,Brendamouth,North,Snapdragon 8 Gen,32,64,N/A,42,Gaming phone
Mobile Phone,Nokia,370A954B,110849,27-03-2023,05-05-2023,3,332547,2016,Barbara Morrison,Candacetown,North,Snapdragon 8 Gen,4,512,N/A,39,Mid range phone
Mobile Phone,Vivo,1E50DD1E,20172,27-03-2023,14-04-2023,8,161376,2138,Benjamin Wright,Charlesview,South,Snapdragon 7 Gen,12,128,N/A,18,Mid range phone
Mobile Phone,Samsung,A8C584DB,123319,27-03-2023,18-04-2023,10,1233190,15088,Micheal Wilcox,Deanville,East,MediaTek Dimensity,6,64,N/A,22,Preimum phone
Mobile Phone,Google,D45D64DD,134661,27-03-2023,30-03-2023,9,1211949,6438,Edwin Richards,Donovanview,Central,Apple A-Series,8,1028,N/A,3,Preimum phone
Mobile Phone,Sony,63FD1C37,189413,27-03-2023,25-04-2023,5,947065,8698,Jason Tyler,East Brittany,East,Samsung Exynos,16,128,N/A,29,Preimum phone
Mobile Phone,Redmi,43087233,153088,27-03-2023,28-03-2023,3,459264,14913,Michael Lynch,East Brittanytown,West,MediaTek Dimensity,12,128,N/A,1,Mid range phone
Mobile Phone,Redmi,143F23E6,54380,27-03-2023,09-05-2023,7,380660,2219,Billy Holden,East Carolshire,North,MediaTek Dimensity,8,64,N/A,43,Mid range phone
Mobile Phone,Nokia,9E75F7FF,65409,27-03-2023,03-05-2023,6,392454,8681,Jason Santos,East Krista,Central,Snapdragon 7s,6,128,N/A,37,Mid range phone
Mobile Phone,Huawei,75B45D46,136845,27-03-2023,11-05-2023,5,684225,14757,Michael Brown,Gonzalezport,East,Snapdragon 7s,6,512,N/A,45,Mid range phone
Mobile Phone,Oppo,4A1D3B6F,92371,27-03-2023,30-04-2023,1,92371,842,Amber Stone,Jamesmouth,West,MediaTek Dimensity,16,128,N/A,34,Mid range phone
Mobile Phone,Oppo,36B51EE0,52556,27-03-2023,16-04-2023,5,262780,5267,David Kerr,Lake Bettyview,South,Apple A-Series,12,1028,N/A,20,High stroage phone
Mobile Phone,Sony,0E595FA3,62464,27-03-2023,21-04-2023,10,624640,901,Amy Harvey,Lake Christopher,East,Snapdragon 8 Gen,32,1028,N/A,25,Gaming phone
Mobile Phone,Nokia,9452FD99,181572,27-03-2023,21-04-2023,8,1452576,12188,Kimberly West,Lake Robert,Central,MediaTek Helio,12,64,N/A,25,Preimum phone
Mobile Phone,Apple,61FD5DE7,21133,27-03-2023,01-05-2023,1,21133,15891,Natasha Figueroa,Lake Whitneyborough,Central,Snapdragon 8 Gen,4,128,N/A,35,Mid range phone
Mobile Phone,OnePlus,A974CF14,136093,27-03-2023,11-04-2023,8,1088744,563,Allison Gamble,Manuelborough,West,Snapdragon 7 Gen,4,128,N/A,15,Preimum phone
Mobile Phone,Realme,5C1229A3,58863,27-03-2023,25-04-2023,9,529767,13442,Makayla Guzman,Meganberg,Central,Samsung Exynos,16,256,N/A,29,Mid range phone
Mobile Phone,Redmi,16A986CB,46096,27-03-2023,24-04-2023,10,460960,16914,Randall Morton,New Ashleyland,West,Apple A-Series,32,256,N/A,28,Gaming phone
Mobile Phone,Redmi,2EAC0A46,165956,27-03-2023,01-05-2023,2,331912,3870,Christina Ray,New Jared,South,Samsung Exynos,8,256,N/A,35,Mid range phone
Mobile Phone,Vivo,18793C1F,165215,27-03-2023,17-04-2023,9,1486935,3949,Christine Rice,New Kevin,South,Apple A-Series,12,64,N/A,21,Preimum phone
Mobile Phone,Sony,91D8AAF6,37633,27-03-2023,23-05-2023,4,150532,10695,Joshua Patel,New Larryfort,East,Snapdragon 7s,32,1028,N/A,57,Gaming phone
Mobile Phone,Google,F4012401,159927,27-03-2023,25-05-2023,6,959562,14695,Melody Hunt,New Victortown,South,MediaTek Helio,8,64,N/A,59,Preimum phone
Mobile Phone,Samsung,384B5F5F,128824,27-03-2023,09-05-2023,8,1030592,11375,Kathleen Taylor,Port Amy,East,Samsung Exynos,12,512,N/A,43,Preimum phone
Mobile Phone,OnePlus,FD2B7CA3,176823,27-03-2023,30-03-2023,4,707292,4399,Connor Bell,Port Bobby,South,MediaTek Helio,4,256,N/A,3,Preimum phone
Mobile Phone,Samsung,2FCD994C,106458,27-03-2023,24-05-2023,9,958122,20714,Todd Carpenter,Port David,North,Snapdragon 7s,4,128,N/A,58,Preimum phone
Mobile Phone,Redmi,3785E10B,14060,27-03-2023,17-04-2023,3,42180,8828,Jeffrey Dickson,Port Elizabeth,East,Snapdragon 7 Gen,32,128,N/A,21,Gaming phone
Mobile Phone,Motorola,A850E155,26594,27-03-2023,14-05-2023,1,26594,2903,Brittany Kennedy,Port Mary,East,Apple A-Series,16,64,N/A,48,Mid range phone
Mobile Phone,Redmi,F1D9E2C3,19197,27-03-2023,15-05-2023,5,95985,2324,Bradley Smith,Ramosport,East,Snapdragon 7s,32,256,N/A,49,Gaming phone
Mobile Phone,Motorola,C84805D2,195517,27-03-2023,27-04-2023,8,1564136,18021,Ryan Gonzales,Rogersbury,West,MediaTek Helio,32,1028,N/A,31,Preimum phone
Mobile Phone,Redmi,F4B58F52,142428,27-03-2023,22-05-2023,2,284856,9815,John Allen,South Brianburgh,West,Apple A-Series,8,512,N/A,56,Mid range phone
Mobile Phone,iQOO,67485420,188546,27-03-2023,16-05-2023,4,754184,10303,Jordan Simmons,Stevenport,East,Apple A-Series,4,1028,N/A,50,High stroage phone
Mobile Phone,Nokia,DB89C751,71910,27-03-2023,11-04-2023,4,287640,2120,Benjamin Smith,Tannerton,West,Apple A-Series,8,512,N/A,15,Mid range phone
Mobile Phone,Redmi,6827129,5462,27-03-2023,28-04-2023,8,43696,11086,Kaitlyn Bryant,West David,North,MediaTek Dimensity,16,1028,N/A,32,High stroage phone
Mobile Phone,Realme,140AF6C8,46817,27-03-2023,06-04-2023,3,140451,9536,Jessica Price,West Hannah,East,Snapdragon 7s,32,1028,N/A,10,Gaming phone
Mobile Phone,Nokia,463DF275,83469,27-03-2023,06-04-2023,4,333876,20218,Terry Bowen,West Michaelton,West,Snapdragon 8 Gen,4,256,N/A,10,Mid range phone
Mobile Phone,Vivo,6EF0D321,144845,27-03-2023,17-04-2023,6,869070,18794,Shane Dunn,West Pamela,West,Snapdragon 7 Gen,4,256,N/A,21,Preimum phone
Mobile Phone,Redmi,486CE4D5,92969,27-03-2023,30-03-2023,6,557814,15261,Michelle Valdez,West Stephanieview,Central,Snapdragon 8 Gen,6,512,N/A,3,Mid range phone
Mobile Phone,Samsung,E724B71E,167645,28-03-2023,29-04-2023,7,1173515,20752,Todd Vasquez,Alexanderstad,West,MediaTek Helio,4,1028,N/A,32,Preimum phone
Mobile Phone,Sony,A349B9F3,44305,28-03-2023,23-04-2023,9,398745,19969,Tammy Poole,Benjaminville,North,Snapdragon 8 Gen,6,64,N/A,26,Mid range phone
Mobile Phone,Realme,8DBE6EE8,163374,28-03-2023,22-04-2023,10,1633740,7858,Ian Harris Jr.,Donaldtown,South,Samsung Exynos,32,64,N/A,25,Preimum phone
Mobile Phone,iQOO,3F072790,89317,28-03-2023,02-05-2023,3,267951,11852,Kenneth Tapia,East Annamouth,West,Apple A-Series,4,64,N/A,35,Mid range phone
Mobile Phone,Apple,603EEDD5,124489,28-03-2023,20-04-2023,8,995912,8095,Jake Pacheco,East Gregoryberg,Central,Snapdragon 8 Gen,8,128,N/A,23,Preimum phone
Mobile Phone,Sony,4298CD0A,164460,28-03-2023,25-05-2023,6,986760,4626,Crystal Young,Garciachester,East,MediaTek Dimensity,32,128,N/A,58,Gaming phone
Mobile Phone,Oppo,50E214B9,83422,28-03-2023,16-05-2023,7,583954,21237,Victor Huffman,Jamesfurt,East,Snapdragon 7s,8,512,N/A,49,Mid range phone
Mobile Phone,Nokia,C38537B2,135702,28-03-2023,07-04-2023,7,949914,16393,Patricia Lam,Jessicabury,East,MediaTek Helio,6,512,N/A,10,Preimum phone
Mobile Phone,Sony,449D9C29,47881,28-03-2023,15-05-2023,7,335167,15707,Mrs. Hannah Thompson,Lake Francisco,West,Samsung Exynos,12,1028,N/A,48,High stroage phone
Mobile Phone,Samsung,B06054E0,68635,28-03-2023,03-04-2023,6,411810,1848,Ashley Matthews,Lake Kathryn,West,Snapdragon 7s,4,512,N/A,6,Mid range phone
Mobile Phone,Redmi,9572B977,159218,28-03-2023,07-05-2023,10,1592180,8289,James Peterson,Lake Marissa,West,Apple A-Series,4,64,N/A,40,Preimum phone
Mobile Phone,Samsung,F55982D2,142557,28-03-2023,06-04-2023,6,855342,15760,Mrs. Sabrina Stephens,Lake Monicabury,West,Snapdragon 7 Gen,4,64,N/A,9,Preimum phone
Mobile Phone,Nokia,AA54FFCD,20689,28-03-2023,26-05-2023,3,62067,14602,Melissa Hill,Lake Sarahhaven,West,Snapdragon 8 Gen,6,128,N/A,59,Mid range phone
Mobile Phone,Apple,214267F9,156702,28-03-2023,21-05-2023,6,940212,14222,Matthew Jones,Loganside,South,Snapdragon 8 Gen,6,128,N/A,54,Preimum phone
Mobile Phone,Motorola,4EE009DC,42032,28-03-2023,24-04-2023,1,42032,6437,Edwin Matthews MD,Melissaview,West,MediaTek Dimensity,32,64,N/A,27,Gaming phone
Mobile Phone,Oppo,1A8E64C4,52090,28-03-2023,26-05-2023,7,364630,10360,Jose Miller,Myerston,South,Snapdragon 7s,4,128,N/A,59,Mid range phone
Mobile Phone,Samsung,C7A07F10,11490,28-03-2023,21-05-2023,6,68940,13631,Maria Collins,New Alexander,South,MediaTek Dimensity,32,512,N/A,54,Gaming phone
Mobile Phone,Sony,975E2342,159087,28-03-2023,29-04-2023,3,477261,448,Alice Boyd,New Brianmouth,South,Snapdragon 8 Gen,32,64,N/A,32,Gaming phone
Mobile Phone,Apple,49341BF4,146390,28-03-2023,29-04-2023,6,878340,4752,Dale Morris,New Charles,North,MediaTek Dimensity,4,128,N/A,32,Preimum phone
Mobile Phone,iQOO,60B86B3E,11016,28-03-2023,12-05-2023,7,77112,5308,David Mueller,New Ginatown,North,MediaTek Helio,12,1028,N/A,45,High stroage phone
Mobile Phone,Oppo,F758B1A8,75541,28-03-2023,17-04-2023,8,604328,19153,Sherry Wise,New Mathew,Central,Snapdragon 7s,6,512,N/A,20,Mid range phone
Mobile Phone,Samsung,4DBFCA58,133895,28-03-2023,10-04-2023,4,535580,20129,Teresa Garcia,North Jeffreyburgh,West,Snapdragon 8 Gen,6,256,N/A,13,Mid range phone
Mobile Phone,Redmi,2A1B726D,118469,28-03-2023,23-05-2023,5,592345,9921,John Johnson MD,Rachelview,Central,MediaTek Helio,12,512,N/A,56,Mid range phone
Mobile Phone,Redmi,DF3D62BF,30942,28-03-2023,28-04-2023,5,154710,17576,Robert Levy,Rebeccaview,North,Snapdragon 7s,16,1028,N/A,31,High stroage phone
Mobile Phone,Vivo,19F78DF3,124257,28-03-2023,13-04-2023,1,124257,10581,Joseph Wells,Riveraside,West,Apple A-Series,6,256,N/A,16,Mid range phone
Mobile Phone,Apple,EA3CF7E0,143868,28-03-2023,09-04-2023,6,863208,19616,Steven Gibson,South Jessica,South,MediaTek Dimensity,6,64,N/A,12,Preimum phone
Mobile Phone,Oppo,447A4266,49232,28-03-2023,08-04-2023,10,492320,19520,Stephen Patton,South Maxwell,Central,MediaTek Dimensity,32,128,N/A,11,Gaming phone
Mobile Phone,Realme,70E17E6E,8933,28-03-2023,28-04-2023,2,17866,9140,Jennifer Ramirez,South Victoria,South,Apple A-Series,4,64,N/A,31,Mid range phone
Mobile Phone,OnePlus,DE4B88B0,51868,28-03-2023,31-03-2023,1,51868,687,Amanda Jensen,Tonytown,South,Samsung Exynos,4,256,N/A,3,Mid range phone
Mobile Phone,Redmi,3EE67C19,56410,28-03-2023,06-05-2023,8,451280,19070,Shelby Moore,Tylermouth,West,MediaTek Dimensity,4,128,N/A,39,Mid range phone
Mobile Phone,iQOO,E55C2C79,95367,28-03-2023,30-04-2023,3,286101,15941,Nathan Kim,Washingtonview,South,MediaTek Dimensity,16,64,N/A,33,Mid range phone
Mobile Phone,Nokia,79156CEC,6178,28-03-2023,04-05-2023,8,49424,575,Allison Little,Weaverview,West,Apple A-Series,32,1028,N/A,37,Gaming phone
Mobile Phone,Apple,F89A6819,127981,28-03-2023,05-04-2023,3,383943,1444,Anna Morton,West Garrett,Central,MediaTek Helio,32,1028,N/A,8,Gaming phone
Mobile Phone,Nokia,3487C829,183814,28-03-2023,11-04-2023,5,919070,20404,Thomas Reese,West Juan,North,MediaTek Helio,32,512,N/A,14,Gaming phone
Mobile Phone,iQOO,BD1E224F,70485,28-03-2023,10-04-2023,9,634365,6004,Donna Flores,West Wendyshire,East,Samsung Exynos,16,128,N/A,13,Mid range phone
Mobile Phone,Redmi,F38616BF,173604,28-03-2023,05-05-2023,9,1562436,19035,Sheila Evans MD,Wolffort,South,Apple A-Series,6,64,N/A,38,Preimum phone
Mobile Phone,Apple,58C779EF,56843,29-03-2023,13-05-2023,7,397901,12117,Kimberly Lang,Adamstown,Central,Snapdragon 7 Gen,6,256,N/A,45,Mid range phone
Mobile Phone,Redmi,02926AA1,164181,29-03-2023,27-04-2023,4,656724,6402,Edward Mendoza,Bryantstad,North,Snapdragon 7s,32,512,N/A,29,Gaming phone
Mobile Phone,Vivo,BE3AD592,56697,29-03-2023,15-05-2023,2,113394,15876,Natalie Patterson,Butlertown,East,Apple A-Series,16,256,N/A,47,Mid range phone
Mobile Phone,Oppo,7E757BAD,47784,29-03-2023,08-04-2023,10,477840,16965,Raven Holden,Charlesshire,South,MediaTek Dimensity,8,128,N/A,10,Mid range phone
Mobile Phone,iQOO,E2741B43,178607,29-03-2023,23-04-2023,7,1250249,9669,Jim Fitzgerald,East Beth,Central,Samsung Exynos,32,512,N/A,25,Preimum phone
Mobile Phone,Realme,BEEF842F,20716,29-03-2023,18-05-2023,5,103580,13945,Martin Briggs,East Jeffreyshire,Central,Snapdragon 8 Gen,32,512,N/A,50,Gaming phone
Mobile Phone,Sony,C3A7A97B,117760,29-03-2023,05-04-2023,10,1177600,708,Amanda Mcfarland,East Jenna,Central,MediaTek Helio,4,64,N/A,7,Preimum phone
Mobile Phone,Google,9D98E1B8,43201,29-03-2023,10-05-2023,7,302407,1913,Ashley Wilson,East Johnland,East,Snapdragon 7s,16,64,N/A,42,Mid range phone
Mobile Phone,Apple,750FFFC5,46705,29-03-2023,24-04-2023,3,140115,19283,Stacy Murray,Eatonville,West,Snapdragon 7 Gen,12,64,N/A,26,Mid range phone
Mobile Phone,Vivo,06B84801,169333,29-03-2023,31-03-2023,3,507999,15737,Mrs. Lori Lopez,Jacksonbury,North,MediaTek Helio,6,64,N/A,2,Mid range phone
Mobile Phone,Samsung,23D3601B,89865,29-03-2023,19-05-2023,7,629055,5340,David Randall,Kennethmouth,West,Snapdragon 7s,32,1028,N/A,51,Gaming phone
Mobile Phone,Nokia,EF2678DF,31254,29-03-2023,28-05-2023,8,250032,4446,Cory Collins,Lake Leeshire,East,MediaTek Helio,16,64,N/A,60,Mid range phone
Mobile Phone,Oppo,07DEBC76,92660,29-03-2023,21-04-2023,6,555960,20399,Thomas Perry,Millerchester,South,MediaTek Dimensity,16,256,N/A,23,Mid range phone
Mobile Phone,Lenovo,42F6FD4B,103330,29-03-2023,27-05-2023,1,103330,4421,Corey Jones,New Judith,North,Apple A-Series,32,64,N/A,59,Gaming phone
Mobile Phone,Nokia,1C8A0B61,173187,29-03-2023,14-04-2023,4,692748,1660,Antonio Sweeney,New Laurie,East,Samsung Exynos,12,128,N/A,16,Preimum phone
Mobile Phone,Samsung,B7B1B64B,166078,29-03-2023,04-04-2023,4,664312,66,Aaron Williams,North Christopherside,West,Snapdragon 7 Gen,6,128,N/A,6,Mid range phone
Mobile Phone,Lenovo,B49FDEFD,46685,29-03-2023,22-05-2023,4,186740,18682,Scott White,North Michaelmouth,South,Apple A-Series,4,64,N/A,54,Mid range phone
Mobile Phone,Nokia,CF012EF4,93930,29-03-2023,11-04-2023,7,657510,6477,Elizabeth Clements,Phillipsburgh,South,Snapdragon 8 Gen,16,512,N/A,13,Mid range phone
Mobile Phone,Lenovo,40CC992E,165785,29-03-2023,23-05-2023,1,165785,2766,Brian Schultz,Port Charles,North,MediaTek Dimensity,4,64,N/A,55,Mid range phone
Mobile Phone,Samsung,E9894CA7,90324,29-03-2023,11-04-2023,1,90324,12872,Leslie Jones,Port Michaelmouth,West,Samsung Exynos,4,256,N/A,13,Mid range phone
Mobile Phone,Nokia,EDFF4944,184428,29-03-2023,18-04-2023,1,184428,839,Amber Simmons,Sanchezfurt,South,Snapdragon 7 Gen,16,512,N/A,20,Mid range phone
Mobile Phone,Nokia,AB4A907C,147767,29-03-2023,05-05-2023,7,1034369,5611,Debra Weaver,South Courtneybury,South,Snapdragon 7 Gen,32,1028,N/A,37,Gaming phone
Mobile Phone,Redmi,1ECC62A1,154975,29-03-2023,06-04-2023,1,154975,16418,Patricia Robertson,South Frank,Central,Snapdragon 8 Gen,16,64,N/A,8,Mid range phone
Mobile Phone,Redmi,97FEE6FF,127813,29-03-2023,09-04-2023,1,127813,17375,Richard Ramirez,South Keithton,South,Apple A-Series,12,512,N/A,11,Mid range phone
Mobile Phone,Apple,17B74EA4,22252,29-03-2023,23-05-2023,5,111260,19356,Stephanie Flowers,South Stephen,West,Snapdragon 7 Gen,32,1028,N/A,55,Gaming phone
Mobile Phone,Vivo,707F1F01,41940,29-03-2023,08-04-2023,1,41940,9472,Jessica Ho,West Brandon,East,Snapdragon 8 Gen,32,128,N/A,10,Gaming phone
Mobile Phone,Sony,A5E624BE,186053,29-03-2023,24-05-2023,2,372106,1876,Ashley Randolph,West Manuelshire,Central,Samsung Exynos,16,128,N/A,56,Mid range phone
Mobile Phone,iQOO,9F59A855,133144,29-03-2023,06-05-2023,4,532576,6870,Erica Simmons,Williamsville,East,Apple A-Series,16,128,N/A,38,Mid range phone
Mobile Phone,Samsung,BD0F5FB8,140046,30-03-2023,01-05-2023,3,420138,10725,Joshua Stuart,Amandahaven,West,MediaTek Helio,16,1028,N/A,32,High stroage phone
Mobile Phone,Vivo,2D137652,103073,30-03-2023,14-04-2023,6,618438,11501,Katrina Harris,Amyland,Central,Snapdragon 7 Gen,4,128,N/A,15,Mid range phone
Mobile Phone,iQOO,6AB833B3,185387,30-03-2023,19-04-2023,5,926935,18293,Sandra Clark,Carrollstad,Central,Snapdragon 8 Gen,8,128,N/A,20,Preimum phone
Mobile Phone,Samsung,4C30DD2D,72459,30-03-2023,08-05-2023,4,289836,21106,Valerie Henry,Connieland,Central,Snapdragon 8 Gen,32,256,N/A,39,Gaming phone
Mobile Phone,Motorola,8B1C8559,138503,30-03-2023,23-04-2023,10,1385030,5080,Danny Harris,East Jeremiah,South,MediaTek Helio,8,64,N/A,24,Preimum phone
Mobile Phone,Redmi,9BCB1D23,57412,30-03-2023,23-04-2023,9,516708,16525,Paul Barrett,East Lisachester,North,Samsung Exynos,16,512,N/A,24,Mid range phone
Mobile Phone,Redmi,50614C04,31173,30-03-2023,29-05-2023,9,280557,11847,Kenneth Smith,East Rachelborough,North,MediaTek Dimensity,12,64,N/A,60,Mid range phone
Mobile Phone,Motorola,653C8F70,47816,30-03-2023,08-04-2023,1,47816,11713,Kelly Ramirez,East Stephanieborough,South,Snapdragon 8 Gen,8,64,N/A,9,Mid range phone
Mobile Phone,Nokia,9CA41D0C,151117,30-03-2023,08-04-2023,4,604468,16229,Noah Wilkinson,Frenchview,South,Snapdragon 7 Gen,4,1028,N/A,9,High stroage phone
Mobile Phone,Samsung,15382F8F,22821,30-03-2023,12-05-2023,4,91284,8731,Jay Ramirez,Greenhaven,West,Snapdragon 8 Gen,12,128,N/A,43,Mid range phone
Mobile Phone,Motorola,4A5AA6A2,181358,30-03-2023,01-05-2023,5,906790,12020,Kim Anderson,Heatherborough,East,Snapdragon 7 Gen,16,128,N/A,32,Preimum phone
Mobile Phone,OnePlus,0D2AFE1B,18221,30-03-2023,30-04-2023,4,72884,10619,Joshua Cooper,Jamesport,South,Snapdragon 8 Gen,32,1028,N/A,31,Gaming phone
Mobile Phone,Vivo,BD3BD135,10861,30-03-2023,04-05-2023,6,65166,12239,Kristen Moore,Justinhaven,West,Apple A-Series,32,512,N/A,35,Gaming phone
